solar irradiance,<b>太阳辐照度</b><br>音标: /solar-irra/<br>例句: Solar irradiance is measured in watts per square meter.<br>分类: 新能源 | 难度: ★★★,new_energy
global horizontal irradiance,<b>全球水平辐照度</b><br>音标: /global-hor/<br>例句: GHI is the total solar radiation received on a horizontal surface.<br>分类: 新能源 | 难度: ★★★★,new_energy
direct normal irradiance,<b>法向直接辐照度</b><br>音标: /direct-nor/<br>例句: DNI is used for CSP and tracking PV system design.<br>分类: 新能源 | 难度: ★★★★★,new_energy
diffuse horizontal irradiance,<b>散射水平辐照度</b><br>音标: /diffuse-ho/<br>例句: DHI is the scattered solar radiation from the atmosphere.<br>分类: 新能源 | 难度: ★★★★,new_energy
plane of array irradiance,<b>阵列平面辐照度</b><br>音标: /plane-of-a/<br>例句: POA is the irradiance incident on the tilted module surface.<br>分类: 新能源 | 难度: ★★★★,new_energy
clear sky index,<b>晴空指数</b><br>音标: /clear-sky-/<br>例句: Clear sky index compares actual irradiance to theoretical clear sky values.<br>分类: 新能源 | 难度: ★★★★,new_energy
sunshine duration,<b>日照时长</b><br>音标: /sunshine-d/<br>例句: Annual sunshine duration is a key site selection criterion.<br>分类: 新能源 | 难度: ★★,new_energy
peak sun hours,<b>峰值日照小时</b><br>音标: /peak-sun-h/<br>例句: A location with 5 PSH receives 5 kWh/m2 of daily solar energy.<br>分类: 新能源 | 难度: ★★★,new_energy
solar constant,<b>太阳常数</b><br>音标: /solar-cons/<br>例句: The solar constant is approximately 1361 W/m2 at the top of the atmosphere.<br>分类: 新能源 | 难度: ★★★★,new_energy
air mass,<b>大气质量</b><br>音标: /air-mass/<br>例句: Air mass 1.5 is the standard spectrum for PV module rating.<br>分类: 新能源 | 难度: ★★★★,new_energy
spectral mismatch,<b>光谱失配</b><br>音标: /spectral-m/<br>例句: Spectral mismatch affects thin-film module performance more than crystalline silicon.<br>分类: 新能源 | 难度: ★★★★★,new_energy
incidence angle modifier,<b>入射角修正系数</b><br>音标: /incidence-/<br>例句: IAM accounts for reflection losses at non-normal incidence angles.<br>分类: 新能源 | 难度: ★★★★★,new_energy
monocrystalline silicon,<b>单晶硅</b><br>音标: /monocrysta/<br>例句: Mono-Si cells offer higher efficiency than polycrystalline.<br>分类: 新能源 | 难度: ★★,new_energy
polycrystalline silicon,<b>多晶硅</b><br>音标: /polycrysta/<br>例句: Poly-Si modules are less expensive but slightly less efficient.<br>分类: 新能源 | 难度: ★★,new_energy
thin film solar cell,<b>薄膜太阳能电池</b><br>音标: /thin-film-/<br>例句: Thin film modules use less semiconductor material than crystalline cells.<br>分类: 新能源 | 难度: ★★,new_energy
amorphous silicon,<b>非晶硅</b><br>音标: /amorphous-/<br>例句: a-Si thin film is used for flexible and building-integrated applications.<br>分类: 新能源 | 难度: ★★★,new_energy
cadmium telluride,<b>碲化镉</b><br>音标: /cadmium-te/<br>例句: CdTe thin film has the lowest manufacturing cost among PV technologies.<br>分类: 新能源 | 难度: ★★★★,new_energy
copper indium gallium selenide,<b>铜铟镓硒</b><br>音标: /copper-ind/<br>例句: CIGS thin film achieves the highest efficiency among thin film technologies.<br>分类: 新能源 | 难度: ★★★★★,new_energy
bifacial module,<b>双面组件</b><br>音标: /bifacial-m/<br>例句: Bifacial modules capture light from both front and rear sides.<br>分类: 新能源 | 难度: ★★★,new_energy
half-cut cell,<b>半片电池</b><br>音标: /half-cut-c/<br>例句: Half-cut cells reduce resistive losses and improve shade tolerance.<br>分类: 新能源 | 难度: ★★★,new_energy
shingled module,<b>叠瓦组件</b><br>音标: /shingled-m/<br>例句: Shingled modules overlap cells like roof tiles for higher packing density.<br>分类: 新能源 | 难度: ★★★★,new_energy
multi-busbar,<b>多主栅</b><br>音标: /multi-busb/<br>例句: MBB technology uses more and thinner busbars to reduce shading.<br>分类: 新能源 | 难度: ★★★,new_energy
passivated emitter and rear cell,<b>钝化发射极背面电池</b><br>音标: /passivated/<br>例句: PERC technology adds a passivation layer on the rear cell surface.<br>分类: 新能源 | 难度: ★★★★★,new_energy
passivated emitter rear totally diffused,<b>全背面钝化发射极</b><br>音标: /passivated/<br>例句: PERT cells have a diffused rear surface field for lower recombination.<br>分类: 新能源 | 难度: ★★★★★,new_energy
interdigitated back contact,<b>交叉指式背接触</b><br>音标: /interdigit/<br>例句: IBC cells achieve record efficiencies by eliminating front grid shading.<br>分类: 新能源 | 难度: ★★★★★,new_energy
building integrated photovoltaics,<b>光伏建筑一体化</b><br>音标: /building-i/<br>例句: BIPV replaces conventional building materials with PV modules.<br>分类: 新能源 | 难度: ★★★,new_energy
floating solar,<b>水上光伏</b><br>音标: /floating-s/<br>例句: Floating solar utilizes water surfaces to avoid land use conflict.<br>分类: 新能源 | 难度: ★★,new_energy
agrivoltaics,<b>农光互补</b><br>音标: /agrivoltai/<br>例句: Agrivoltaics combines solar generation with agricultural production.<br>分类: 新能源 | 难度: ★★★,new_energy
carport solar,<b>光伏车棚</b><br>音标: /carport-so/<br>例句: Carport solar provides shade and generates electricity simultaneously.<br>分类: 新能源 | 难度: ★★,new_energy
solar tracking,<b>太阳跟踪</b><br>音标: /solar-trac/<br>例句: Solar tracking systems follow the sun's path for higher energy yield.<br>分类: 新能源 | 难度: ★★,new_energy
single-axis tracker,<b>单轴跟踪器</b><br>音标: /single-axi/<br>例句: Single-axis trackers rotate modules east to west throughout the day.<br>分类: 新能源 | 难度: ★★★,new_energy
dual-axis tracker,<b>双轴跟踪器</b><br>音标: /dual-axis-/<br>例句: Dual-axis trackers follow both azimuth and elevation for maximum gain.<br>分类: 新能源 | 难度: ★★★★,new_energy
backtracking,<b>反向跟踪</b><br>音标: /backtracki/<br>例句: Backtracking prevents row-to-row shading in the early morning and late afternoon.<br>分类: 新能源 | 难度: ★★★★,new_energy
albedo,<b>反照率</b><br>音标: /albedo/<br>例句: High ground albedo from snow or white gravel increases bifacial gain.<br>分类: 新能源 | 难度: ★★★,new_energy
bifacial gain,<b>双面增益</b><br>音标: /bifacial-g/<br>例句: Bifacial gain is the additional energy from rear-side irradiance capture.<br>分类: 新能源 | 难度: ★★★,new_energy
irradiance sensor,<b>辐照度传感器</b><br>音标: /irradiance/<br>例句: Pyranometers and reference cells measure on-site irradiance.<br>分类: 新能源 | 难度: ★★★,new_energy
pyranometer,<b>总辐射表</b><br>音标: /pyranomete/<br>例句: The pyranometer measures global horizontal irradiance.<br>分类: 新能源 | 难度: ★★★★,new_energy
pyrheliometer,<b>直接辐射表</b><br>音标: /pyrheliome/<br>例句: The pyrheliometer measures direct normal irradiance.<br>分类: 新能源 | 难度: ★★★★★,new_energy
reference cell,<b>参考电池</b><br>音标: /reference-/<br>例句: Reference cells calibrate irradiance measurements for PV performance.<br>分类: 新能源 | 难度: ★★★,new_energy
soiling station,<b>积灰监测站</b><br>音标: /soiling-st/<br>例句: Soiling stations measure the power loss from module contamination.<br>分类: 新能源 | 难度: ★★★★,new_energy
meteorological mast,"<b>气象塔</b><br>音标: /meteorolog/<br>例句: Met masts measure wind speed, temperature, and irradiance at site.<br>分类: 新能源 | 难度: ★★★",new_energy
solar resource assessment,<b>太阳能资源评估</b><br>音标: /solar-reso/<br>例句: Solar resource assessment uses satellite and ground measurements.<br>分类: 新能源 | 难度: ★★★,new_energy
typical meteorological year,<b>典型气象年</b><br>音标: /typical-me/<br>例句: TMY data represents the long-term climate at a site.<br>分类: 新能源 | 难度: ★★★★★,new_energy
probability of exceedance,"<b>超发概率</b><br>音标: /probabilit/<br>例句: P50, P75, P90 represent different exceedance probability levels.<br>分类: 新能源 | 难度: ★★★★",new_energy
inverter load ratio,<b>逆变器负载比</b><br>音标: /inverter-l/<br>例句: ILR is the ratio of DC array capacity to AC inverter rating.<br>分类: 新能源 | 难度: ★★★,new_energy
clipping loss,<b>削峰损失</b><br>音标: /clipping-l/<br>例句: Clipping loss occurs when DC power exceeds the inverter's AC rating.<br>分类: 新能源 | 难度: ★★★,new_energy
mismatch loss,<b>失配损失</b><br>音标: /mismatch-l/<br>例句: Mismatch loss results from current differences between series-connected modules.<br>分类: 新能源 | 难度: ★★★,new_energy
wiring loss,<b>线损</b><br>音标: /wiring-los/<br>例句: Wiring losses are minimized by proper conductor sizing and layout.<br>分类: 新能源 | 难度: ★★,new_energy
transformer loss,<b>变压器损耗</b><br>音标: /transforme/<br>例句: Transformer losses include no-load and load-dependent components.<br>分类: 新能源 | 难度: ★★,new_energy
availability loss,<b>可用率损失</b><br>音标: /availabili/<br>例句: Availability loss accounts for downtime from equipment failures and maintenance.<br>分类: 新能源 | 难度: ★★★,new_energy
solar degradation rate,<b>太阳能衰减率</b><br>音标: /solar-degr/<br>例句: Typical annual degradation for crystalline modules is 0.5-0.7%.<br>分类: 新能源 | 难度: ★★★,new_energy
power tolerance,<b>功率公差</b><br>音标: /power-tole/<br>例句: Power tolerance specifies the acceptable deviation from rated power.<br>分类: 新能源 | 难度: ★★,new_energy
nameplate capacity,<b>标称容量</b><br>音标: /nameplate-/<br>例句: Nameplate capacity is the rated DC power under standard test conditions.<br>分类: 新能源 | 难度: ★,new_energy
specific yield,<b>单位容量发电量</b><br>音标: /specific-y/<br>例句: Specific yield is measured in kWh per kWp installed.<br>分类: 新能源 | 难度: ★★★,new_energy
capacity factor,<b>容量因子</b><br>音标: /capacity-f/<br>例句: Solar capacity factor ranges from 10-25% depending on location.<br>分类: 新能源 | 难度: ★★,new_energy
